Timestamp;SelectionTime;intendedObj;selectedObj;correct?;smoothCorrel;speed;objWidthInDeg;objHeightInDeg;radiusInDeg;distanceToIntendedDeg;correlationToIntendedObjectX;correlationToIntendedObjectY;corrThreshold;w;corrAverageWindow;corrFrequency
37.4749141;1.1836396;1;1;True;0.6367884;45;5.915481;5.076916;46.41697;0;1;1;0.6;300;900;0.3
43.6979229;1.22124;4;4;True;0.7768667;45;12.43821;8.905403;28.85278;0;1;1;0.6;300;900;0.3
46.2455445;1.2105741;2;2;True;0.6236234;45;6.086401;4.263101;46.41697;0;1;1;0.6;300;900;0.3
48.8708413;1.2130499;1;1;True;0.6645218;45;5.907955;5.082553;46.41696;0;1;1;0.6;300;900;0.3
51.5274017;1.2107239;3;3;True;0.739141;45;5.174294;4.546053;28.85279;0;1;1;0.6;300;900;0.3
54.1764288;1.2112131;2;2;True;0.640327;45;17.67923;12.77528;28.85278;0;1;1;0.6;300;900;0.3
56.409853;0.9089109;3;4;False;0.7153578;45;11.6376;9.043782;9.801754;3.660228;-0.8447752;0.9964418;0.6;300;900;0.3
59.1546347;1.2082047;3;3;True;0.6979322;45;11.79711;10.23693;46.41697;0;1;1;0.6;300;900;0.3
61.7600461;1.2117136;3;3;True;0.7912176;45;5.174237;4.546055;28.85278;0;1;1;0.6;300;900;0.3
64.5679958;1.5165235;4;4;True;0.7904086;45;17.10046;12.86319;28.85278;0;1;1;0.6;300;900;0.3
67.2872089;1.5205331;2;2;True;0.6330307;45;16.87606;13.00676;9.801754;0;1;1;0.6;300;900;0.3
69.7121417;1.2097083;1;1;True;0.6918681;45;12.80641;11.02588;46.41697;0;1;1;0.6;300;900;0.3
72.4599308;1.4999786;3;3;True;0.7493909;45;5.240378;4.534719;28.85279;0;1;1;0.6;300;900;0.3
74.916949;1.2207379;4;4;True;0.6316135;45;12.4382;8.905445;28.85278;0;1;1;0.6;300;900;0.3
77.4977958;1.2207384;2;3;False;0.6609216;45;16.94542;12.75429;9.801754;4.69198;0.9975086;-0.9678447;0.6;300;900;0.3
80.6471506;1.8012784;1;1;True;0.8322837;45;11.80584;9.157692;9.801735;0;1;1;0.6;300;900;0.3
83.3196231;1.5039932;4;4;True;0.7342695;45;5.272534;3.968474;9.801761;0;1;1;0.6;300;900;0.3
85.6412473;1.2102103;3;3;True;0.7676848;45;5.174471;4.113196;9.801748;0;1;1;0.6;300;900;0.3
88.0752045;1.22124;2;2;True;0.6239534;45;18.1969;12.84091;46.41697;0;1;1;0.6;300;900;0.3
90.5988996;1.2102109;3;3;True;0.6980211;45;11.79715;10.23692;46.41697;0;1;1;0.6;300;900;0.3
93.1932818;1.2232453;4;5;False;0.6130342;45;16.83825;13.09111;9.801748;1.797374;-0.9832999;0.997936;0.6;300;900;0.3
95.3490005;0.9099136;4;5;False;0.6108297;45;16.72209;15.5584;46.41696;13.98084;0.852639;0.9938048;0.6;300;900;0.3
98.2717629;1.5215456;3;3;True;0.7595717;45;5.178244;4.105671;9.801761;0;1;1;0.6;300;900;0.3
100.7307864;1.2207384;1;1;True;0.704757;45;17.71791;15.30351;46.41696;0;1;1;0.6;300;900;0.3
103.9142319;1.8022817;1;1;True;0.7886532;45;11.80582;9.157793;9.801754;0;1;1;0.6;300;900;0.3
106.3727534;1.2212397;3;3;True;0.7562274;45;16.94594;13.68234;28.85278;0;1;1;0.6;300;900;0.3
108.8874244;1.2127167;1;1;True;0.6364226;45;12.21262;10.2082;28.85279;0;1;1;0.6;300;900;0.3
