timestamp;selectionTime;selectedObject;selectedObjectSizeDegX;selectedObjectSizeDegY;intendedObject;intendedObjectSizeDegX;intendedObjectSizeDegY;correct?;trajectoryResemblanceX;trajectoryResemblanceY;distanceToIntendedObjDeg;trajectoryDiameterDeg;trajectoryCenterDeg;currentPosDeg;degPerSec;trajectoryExceedsFOV;counterThreshold;correlationThreshold;correlationAverageWindow;correlationFrequency;correlationWindow
31.9737528;6.3772903;2;13.70784;11.9756;2;13.70784;11.9756;True;1;1;0;12.68451;(0.7, -5.3);(-5.4, -3.5);49;False;15;0.6;900;0.08;300
53.7147541;18.7385955;5;5.948078;5.692278;5;5.948078;5.692278;True;1;1;0;7.883673;(4.9, -15.0);(2.0, -12.6);57;False;15;0.6;900;0.08;300
63.7086851;6.9965277;23;12.08006;15.02615;13;5.776771;3.969089;False;-0.9907034;0.9999575;16.0683;24.97972;(12.9, 7.8);(0.9, 12.6);78;False;15;0.6;900;0.08;300
69.427249;2.7181566;13;5.658506;4.348874;13;5.658506;4.348874;True;1;1;0;26.15497;(4.2, -1.5);(-6.9, 5.3);25;False;15;0.6;900;0.08;300
78.5006664;6.1843102;21;7.610104;7.810482;21;7.610104;7.810482;True;1;1;0;14.18756;(-20.3, -16.4);(-14.7, -20.7);78;True;15;0.6;900;0.08;300
84.5693528;3.0605577;26;19.71003;25.25886;26;19.71003;25.25886;True;1;1;0;24.97608;(11.8, -1.5);(-0.9, -4.4);29;False;15;0.6;900;0.08;300
91.1085707;3.5453349;15;14.18068;18.01363;15;14.18068;18.01363;True;1;1;0;23.28116;(-9.5, 2.5);(-13.5, 12.7);83;False;15;0.6;900;0.08;300
95.098576;1.0011361;28;7.195026;6.832908;29;10.3443;9.632201;False;-0.9998892;0.9969503;4.8423;15.15123;(-1.5, -10.1);(-3.1, -3.4);89;False;14;0.6;900;0.08;300
100.5083199;2.4123516;29;10.32961;7.406549;29;10.32961;7.406549;True;1;1;0;30.36197;(-4.1, 7.4);(2.6, -5.5);42;False;16;0.6;900;0.08;300
108.2943313;4.7810351;27;21.08337;21.26333;27;21.08337;21.26333;True;1;1;0;19.034;(13.6, -9.2);(8.3, -1.4);37;False;16;0.6;900;0.08;300
114.5272427;3.2530651;24;8.193405;8.836379;24;8.193405;8.836379;True;1;1;0;22.94891;(11.1, -2.5);(1.7, 4.2);83;False;16;0.6;900;0.08;300
121.4860646;3.9659422;33;9.135596;10.06575;33;9.135596;10.06575;True;1;1;0;17.89037;(-9.8, -9.9);(-14.9, -3.0);33;False;16;0.6;900;0.08;300
130.4797439;6.0013009;11;5.831978;5.276627;11;5.831978;5.276627;True;1;1;0;26.15499;(4.2, -1.5);(14.5, 6.0);25;False;16;0.6;900;0.08;300
138.6026347;5.132012;31;17.4203;15.66748;31;17.4203;15.66748;True;1;1;0;31.78276;(-12.6, -7.8);(-5.2, -20.9);84;False;16;0.6;900;0.08;300
194.0368786;52.4348275;25;10.28051;7.742793;12;5.219004;4.659817;False;0.9999478;-0.3811975;23.39724;9.511847;(-16.6, -8.7);(-18.4, -4.3);26;False;16;0.6;900;0.08;300
